Dwelling Type;Climate Type;Degrees of Reference;Construction Period;Size Factor;Surface;Ceiling Height;Share of Windows;Dwelling per Floor;Floors;Intermittence;__init__ial Age;Heating System;Efficiency;A Investment;B Investment;Maintenance Cost;Emission Factor;Energy Price;Same Switch Cost;Different Switch Cost;Delevery Type Cost;Specific Gas Price;Annual Variation;Carbon Price;Discount Rate;Inflation Rate;Insulation Limit;Headcount;Um0;Um1;Um2;Um3;Um4;Um5;Um6;Um7;Um8;Um9;Um10;Um11;Um12;Um13;Um14;Um15;Um16;Um17;Um18;Um19;Uw0;Uw1;Uw2;Uw3;Ur0;Ur1;Ur2;Ur3;Ur4;Ur5;Ur6;Ur7;Uf0;Uf1;Uf2;Uf3
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;9;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;3428;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;10;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;11;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;12;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;13;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;14;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;15;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;16;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;17;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;18;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;19;ER;0.98;620.0;0.15;0;0.00018;0.159;0;0;3000;0.159;0.03;25;0.05;0;500000;10284;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;0;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;541;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;1;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;541;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;2;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;541;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;3;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;541;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;4;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;541;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;5;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;811;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;6;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;811;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;7;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;811;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;8;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;811;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;9;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;811;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;10;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;11;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;12;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;13;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;14;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;15;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;16;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;17;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;18;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;19;GB;0.83;3679.5;0.09;120;0.000205847;0.0731;0;600;3000;0.1393;0.02;25;0.05;0;500000;2028;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;0;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;676;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;1;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;676;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;2;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;676;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;3;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;676;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;4;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;676;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;5;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;473;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;6;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;473;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;7;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;473;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;8;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;473;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;9;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;473;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;10;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;203;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;11;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;203;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;12;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;203;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;13;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;203;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;14;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;203;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;15;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;0;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;16;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;0;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;17;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;0;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;18;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;0;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;19;CGB;0.95;4460.0;0.1;150;0.000205847;0.0731;400;1200;3000;0.1393;0.02;25;0.05;0;500000;0;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;0;OB;0.83;3679.5;0.05;110;0.00027085099999999996;0.08810000000000001;0;1300;3000;0.08810000000000001;0.02;25;0.05;0;500000;154;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;1;OB;0.83;3679.5;0.05;110;0.00027085099999999996;0.08810000000000001;0;1300;3000;0.08810000000000001;0.02;25;0.05;0;500000;154;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;2;OB;0.83;3679.5;0.05;110;0.00027085099999999996;0.08810000000000001;0;1300;3000;0.08810000000000001;0.02;25;0.05;0;500000;154;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;3;OB;0.83;3679.5;0.05;110;0.00027085099999999996;0.08810000000000001;0;1300;3000;0.08810000000000001;0.02;25;0.05;0;500000;154;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
ID;H1;59488;1968-1973;Large;138.0;2.5;0.3;1;1;0.85;4;OB;0.83;3679.5;0.05;110;0.00027085099999999996;0.08810000000000001;0;1300;3000;0.08810000000000001;0.02;25;0.05;0;500000;154;2.5;0.77;0.5;0.38;0.3;0.35;0.29;0.25;0.45;0.36;0.3;0.26;0.23;0.65;0.48;0.38;0.32;0.27;0.26;0.11;3.0;2.0;1.7;1.2;0.5;0.35;0.29;0.22;0.2;0.13;0.22;0.15;1.2;0.34;0.29;0.25
